label_value,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,International,Unemployment rate,Inflation rate,GDP,Age Code,Nationality
0,1,43,1,9238,1,38,37,9,7,133.2,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,17,1,9670,1,1,1,4,4,117.7,1,0,0,1,1,0,0,8.9,1.4,3.51,1,1
1,2,39,1,9773,1,37,37,7,4,132.0,0,0,0,1,1,0,0,15.5,2.8,-4.06,0,1
1,1,17,1,9991,0,38,37,6,7,127.3,0,0,0,1,0,0,0,11.1,0.6,2.02,1,1
0,1,15,1,9238,1,19,1,9,9,146.5,1,0,1,0,1,0,1,13.9,-0.3,0.79,1,26
1,1,17,1,9238,1,19,37,6,6,144.3,0,0,0,1,1,0,0,13.9,-0.3,0.79,1,1
1,1,17,1,9670,1,12,3,5,8,106.5,1,0,1,0,0,0,0,10.8,1.4,1.74,1,1
1,2,1,1,9147,1,38,37,9,8,132.1,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,1,1,9670,1,2,1,2,4,140.7,1,0,0,1,1,0,0,7.6,2.6,0.32,1,1
0,1,1,4,9500,1,19,1,1,1,117.8,1,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
1,2,39,1,9003,1,37,37,9,9,100.0,0,0,0,0,1,0,0,15.5,2.8,-4.06,0,1
1,1,1,2,171,1,37,37,9,9,122.0,1,0,0,0,1,0,0,7.6,2.6,0.32,1,1
1,1,1,1,9853,1,1,1,9,9,120.0,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
0,1,1,1,9085,1,38,38,9,10,139.8,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
1,1,15,1,9119,1,1,3,5,8,100.0,0,0,1,1,1,0,1,11.1,0.6,2.02,1,41
1,1,1,1,9773,1,34,38,0,3,105.9,0,0,0,1,1,0,0,7.6,2.6,0.32,1,1
0,1,17,4,9853,1,38,38,5,7,113.7,1,0,0,1,0,1,0,9.4,-0.8,-3.12,1,1
1,4,39,1,9773,1,37,37,4,9,130.0,0,0,0,0,1,0,0,10.8,1.4,1.74,0,1
0,1,1,6,9500,1,3,1,3,3,131.5,1,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
1,1,39,1,9991,0,37,37,9,9,126.3,0,0,0,1,0,1,0,16.2,0.3,-0.92,1,1
0,1,1,2,9500,1,38,37,5,6,124.3,1,0,0,1,0,1,0,13.9,-0.3,0.79,1,1
0,1,1,2,171,1,19,19,4,7,149.0,1,0,0,1,1,0,0,11.1,0.6,2.02,1,1
1,1,1,1,9853,1,34,34,0,0,142.8,0,0,0,1,1,0,0,7.6,2.6,0.32,1,1
0,1,44,2,9238,1,3,19,4,9,147.0,1,0,0,1,0,0,0,12.4,0.5,1.79,1,1
0,2,7,1,9991,0,40,5,3,3,140.0,0,0,0,1,0,0,0,11.1,0.6,2.02,1,1
1,1,43,2,9773,1,34,34,0,0,103.6,1,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,1,1,4,9500,1,1,1,4,9,124.5,1,0,0,1,0,1,0,10.8,1.4,1.74,1,1
0,1,1,5,9500,1,38,37,5,7,128.8,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
1,1,17,5,9254,1,1,19,4,7,116.5,1,0,0,0,1,0,0,9.4,-0.8,-3.12,1,1
0,1,1,3,9773,1,38,37,5,5,142.0,1,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
1,1,17,2,9853,1,38,19,5,5,142.0,1,0,0,1,0,1,0,10.8,1.4,1.74,1,1
1,1,7,1,9500,1,37,37,90,90,130.0,1,0,0,1,1,0,0,9.4,-0.8,-3.12,1,1
1,1,1,2,9254,1,1,38,4,9,122.7,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,1,2,9556,1,1,38,3,8,119.5,1,0,0,1,0,1,0,15.5,2.8,-4.06,1,1
1,1,53,1,9085,1,38,38,9,9,128.8,0,0,0,1,0,0,0,8.9,1.4,3.51,1,1
1,1,44,1,9003,1,37,37,9,10,130.0,0,0,0,1,1,0,0,15.5,2.8,-4.06,1,1
1,1,44,1,9003,1,37,37,9,10,130.0,0,0,1,0,0,0,0,13.9,-0.3,0.79,1,1
0,2,1,1,9500,1,19,38,4,5,130.3,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,17,1,9853,1,19,19,3,4,135.0,0,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
0,1,17,1,9238,1,38,38,5,7,138.0,1,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,1,1,1,9773,1,37,38,7,7,119.0,0,0,0,1,0,1,0,15.5,2.8,-4.06,1,1
0,1,1,1,9070,1,19,1,3,8,123.4,0,0,0,1,0,0,0,13.9,-0.3,0.79,1,1
1,1,1,1,9773,1,1,1,3,5,118.1,1,0,1,0,0,0,1,16.2,0.3,-0.92,1,17
0,1,1,1,9500,1,19,19,9,7,105.8,1,0,0,1,1,0,0,11.1,0.6,2.02,1,1
0,1,1,3,9773,1,37,37,9,9,137.9,0,0,1,0,0,1,1,10.8,1.4,1.74,1,22
0,1,16,2,171,1,3,3,2,2,143.6,1,0,0,1,1,0,0,12.4,0.5,1.79,1,1
1,1,17,1,9119,1,37,37,9,6,119.4,1,0,0,1,1,0,0,7.6,2.6,0.32,1,1
1,1,1,1,171,1,37,37,9,9,142.8,1,0,0,1,1,0,0,12.7,3.7,-1.7,1,1
0,1,1,1,9254,1,37,38,9,9,133.9,1,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
1,1,1,1,9070,1,1,1,4,8,141.4,0,0,0,1,1,0,0,15.5,2.8,-4.06,1,1
0,1,1,2,9500,1,4,1,2,10,136.4,1,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
1,1,44,1,9130,1,38,19,9,9,150.0,0,0,0,1,1,0,0,11.1,0.6,2.02,1,1
1,1,17,4,9147,1,19,1,0,4,128.7,1,0,0,1,1,0,0,7.6,2.6,0.32,1,1
0,1,17,1,9773,1,1,19,9,9,124.0,0,0,0,1,0,1,0,11.1,0.6,2.02,1,1
1,1,7,1,9500,1,1,1,9,5,140.0,0,0,0,1,0,0,0,16.2,0.3,-0.92,1,1
1,1,43,1,9991,0,37,37,9,9,128.2,0,0,0,0,1,0,0,10.8,1.4,1.74,1,1
1,1,43,1,9500,1,3,4,2,4,120.6,0,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
0,1,1,4,9500,1,38,37,9,8,126.3,1,0,0,1,0,1,0,7.6,2.6,0.32,1,1
0,2,39,1,9991,0,37,3,9,3,168.2,0,0,0,1,1,0,0,12.4,0.5,1.79,0,1
0,1,1,1,9500,1,19,37,4,9,128.0,1,0,0,1,0,1,0,7.6,2.6,0.32,1,1
0,1,17,5,9147,1,37,38,5,5,128.9,0,0,0,1,0,1,0,16.2,0.3,-0.92,1,1
0,1,1,3,9500,1,1,1,9,9,126.3,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
0,1,1,1,9238,1,37,37,9,9,143.5,0,0,0,1,0,0,0,10.8,1.4,1.74,1,1
1,4,39,1,9130,1,37,37,6,7,150.0,1,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
0,1,1,2,9147,1,1,19,4,3,126.4,1,0,0,1,0,1,0,13.9,-0.3,0.79,1,1
0,1,1,1,9238,1,1,1,3,3,105.0,0,0,0,1,1,0,0,11.1,0.6,2.02,1,1
1,1,17,1,9070,1,1,1,4,8,123.8,1,0,1,0,0,1,0,12.7,3.7,-1.7,1,1
0,1,1,2,9085,1,1,19,4,10,132.1,1,0,0,1,0,1,0,12.7,3.7,-1.7,1,1
1,1,1,1,9254,1,37,37,9,9,114.3,1,0,0,0,0,1,0,7.6,2.6,0.32,1,1
1,2,39,1,9991,0,37,37,9,9,125.3,1,0,0,1,1,0,0,7.6,2.6,0.32,0,1
1,1,39,1,8014,0,1,19,5,4,102.5,0,0,0,1,0,1,0,8.9,1.4,3.51,1,1
0,1,17,2,9254,1,37,37,7,7,113.9,1,0,0,1,0,0,0,11.1,0.6,2.02,1,1
1,1,39,1,9670,1,34,34,0,0,108.0,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,1,1,9130,1,1,19,5,5,125.6,1,0,0,1,0,0,1,12.7,3.7,-1.7,1,41
0,1,7,1,9500,1,19,38,4,10,130.0,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,1,1,9070,1,38,19,151,193,134.3,1,1,0,1,0,0,0,8.9,1.4,3.51,1,1
1,2,43,1,8014,0,37,37,5,5,161.1,0,0,0,1,1,0,0,16.2,0.3,-0.92,0,1
1,1,1,4,9254,1,37,37,9,7,113.2,1,0,0,1,0,0,0,10.8,1.4,1.74,1,1
1,1,17,3,9853,1,34,34,0,0,131.3,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
1,1,39,1,9085,1,19,19,4,10,100.0,0,0,0,1,0,0,0,13.9,-0.3,0.79,1,1
0,2,44,1,9003,1,37,38,9,4,160.0,0,0,0,1,0,0,0,15.5,2.8,-4.06,0,1
1,1,17,1,9254,1,34,38,0,7,137.7,1,0,1,0,0,0,0,7.6,2.6,0.32,1,1
1,1,17,2,9119,1,19,1,9,7,112.2,0,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
1,1,17,4,9773,1,38,19,9,9,118.3,0,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
1,1,17,6,9500,1,1,19,3,3,131.7,1,0,0,1,0,0,0,13.9,-0.3,0.79,1,1
0,1,1,1,9853,1,19,38,9,9,108.0,0,0,0,1,0,1,0,12.4,0.5,1.79,1,1
0,1,1,5,9254,1,37,37,9,7,127.0,1,0,0,1,0,1,0,9.4,-0.8,-3.12,1,1
0,2,39,1,9773,1,37,37,9,7,154.0,1,0,0,1,1,0,0,9.4,-0.8,-3.12,0,1
0,1,1,1,9500,1,1,1,4,4,123.8,0,0,0,1,0,0,0,13.9,-0.3,0.79,1,1
0,1,17,1,9085,1,37,37,9,9,99.0,1,0,0,1,0,1,0,8.9,1.4,3.51,1,1
1,2,39,1,9147,1,37,37,9,9,127.7,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,1,1,171,1,40,43,4,4,150.2,1,0,0,1,0,0,0,11.1,0.6,2.02,1,1
1,2,7,1,9254,1,1,3,4,3,130.0,0,0,0,1,0,0,0,12.4,0.5,1.79,1,1
0,1,43,1,9991,0,37,37,9,9,135.8,1,0,0,1,1,0,0,9.4,-0.8,-3.12,1,1
0,1,1,1,9670,1,1,37,4,9,118.2,0,0,0,1,1,0,0,9.4,-0.8,-3.12,1,1
0,1,17,1,9085,1,38,38,5,3,136.2,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
1,2,39,1,8014,0,19,37,9,9,151.5,0,0,1,0,1,0,0,16.2,0.3,-0.92,0,1
1,2,39,1,9500,1,37,38,9,8,118.9,0,0,0,1,0,0,0,13.9,-0.3,0.79,1,1
0,1,1,3,9500,1,37,38,9,9,120.3,1,0,0,1,0,1,0,10.8,1.4,1.74,1,1
0,1,17,1,9085,1,38,19,8,8,117.2,0,0,0,1,1,0,0,12.7,3.7,-1.7,1,1
0,1,1,1,9147,1,37,37,9,6,145.0,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,51,1,9070,1,42,3,125,124,130.0,1,0,0,1,1,0,0,8.9,1.4,3.51,1,1
0,1,1,2,9670,1,19,19,9,9,114.2,1,0,0,1,0,0,0,12.4,0.5,1.79,1,1
1,1,17,1,9130,1,19,19,9,9,121.7,1,0,0,0,0,0,0,9.4,-0.8,-3.12,1,1
1,1,17,2,9254,1,1,2,5,3,106.7,1,0,1,1,1,1,0,13.9,-0.3,0.79,1,1
0,1,17,5,9853,1,3,19,2,7,130.9,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
1,1,42,1,9119,1,34,34,0,0,119.5,0,0,0,1,1,0,0,10.8,1.4,1.74,1,1
0,1,17,4,9085,1,19,36,90,7,134.9,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,18,1,9853,1,37,37,9,5,126.1,0,0,0,1,0,1,0,11.1,0.6,2.02,1,1
0,1,1,2,9254,1,1,37,4,5,123.6,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
1,4,7,1,9238,1,34,34,99,99,130.0,0,0,1,1,0,0,0,11.1,0.6,2.02,0,1
0,1,10,1,9085,1,19,19,4,5,140.0,1,0,0,1,0,0,0,10.8,1.4,1.74,1,1
1,1,7,1,9147,1,3,37,2,5,150.0,1,0,1,0,0,0,0,15.5,2.8,-4.06,1,1
1,1,17,1,9147,1,19,37,5,7,112.9,1,0,0,0,1,0,0,9.4,-0.8,-3.12,1,1
0,2,7,1,9070,1,37,1,9,7,140.0,0,0,0,1,0,0,0,11.1,0.6,2.02,1,1
0,1,18,1,8014,0,1,1,4,3,123.0,0,0,1,1,0,0,0,16.2,0.3,-0.92,1,1
1,1,1,1,9254,1,1,3,4,1,121.9,1,0,0,1,1,0,0,10.8,1.4,1.74,1,1
1,1,17,4,9119,1,1,3,1,4,127.5,1,0,0,1,1,0,0,8.9,1.4,3.51,1,1
0,1,1,4,171,1,1,1,9,10,110.0,1,0,0,1,0,0,0,16.2,0.3,-0.92,1,1
0,1,1,1,9773,1,1,1,141,175,157.9,0,0,1,1,0,1,0,8.9,1.4,3.51,1,1
0,1,1,4,9500,1,19,19,9,3,125.0,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,39,1,8014,0,1,1,4,4,150.5,0,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
1,1,39,1,9003,1,1,19,9,8,120.0,0,0,1,0,1,0,0,8.9,1.4,3.51,1,1
0,1,15,1,9670,1,1,1,9,4,100.0,0,0,0,1,0,0,1,11.1,0.6,2.02,1,41
0,1,1,1,9670,1,1,19,4,4,132.6,0,0,0,1,0,1,0,11.1,0.6,2.02,1,1
1,1,17,1,171,1,38,37,4,6,128.0,0,0,0,0,1,0,0,9.4,-0.8,-3.12,1,1
1,1,17,1,171,1,37,37,7,9,134.1,1,0,0,1,1,0,0,11.1,0.6,2.02,1,1
0,1,53,1,171,1,1,19,9,9,130.0,1,0,0,0,1,1,0,8.9,1.4,3.51,1,1
1,1,39,2,9670,1,34,34,0,0,97.0,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,1,3,9500,1,19,19,9,9,126.0,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
0,1,53,1,9147,1,1,1,6,6,142.2,0,0,0,1,1,1,0,8.9,1.4,3.51,1,1
0,1,1,2,9500,1,19,37,3,3,109.0,1,0,0,1,0,1,0,11.1,0.6,2.02,1,1
0,1,17,1,9085,1,19,19,1,1,120.4,1,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
0,1,1,1,9238,1,19,1,9,9,132.8,0,0,0,1,1,0,0,10.8,1.4,1.74,1,1
0,1,51,1,9070,1,3,1,3,5,121.8,0,0,0,1,0,1,0,11.1,0.6,2.02,1,1
0,1,17,1,8014,0,34,34,0,0,136.1,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
1,1,1,1,9238,1,19,37,0,0,137.0,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
1,1,17,1,9254,1,37,37,5,6,114.3,0,0,0,0,0,0,0,15.5,2.8,-4.06,1,1
0,1,1,1,9500,1,37,37,7,9,130.8,1,0,0,1,0,1,0,7.6,2.6,0.32,1,1
0,1,17,2,9254,1,37,37,9,7,108.0,1,0,0,1,0,1,0,12.7,3.7,-1.7,1,1
0,1,1,1,9500,1,38,37,9,9,156.3,0,0,0,1,1,1,0,9.4,-0.8,-3.12,1,1
0,1,1,1,9238,1,34,34,0,0,129.3,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,17,3,9238,1,19,38,9,7,125.6,1,0,0,1,0,1,0,8.9,1.4,3.51,1,1
0,1,17,1,9147,1,19,38,4,8,129.5,0,0,0,1,0,1,0,10.8,1.4,1.74,1,1
0,1,1,1,9147,1,19,19,9,9,127.0,1,0,0,1,0,1,0,13.9,-0.3,0.79,1,1
0,1,1,6,9119,1,19,19,7,3,116.6,1,0,0,1,1,1,0,8.9,1.4,3.51,1,1
0,1,16,1,171,1,1,3,5,10,167.3,1,0,0,1,1,0,0,13.9,-0.3,0.79,1,1
1,1,7,1,8014,0,2,3,2,2,120.0,0,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
0,1,1,1,9147,1,2,19,4,5,121.8,0,0,0,1,0,0,0,11.1,0.6,2.02,1,1
1,1,42,1,8014,0,37,38,90,7,120.0,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
1,1,7,1,9500,1,38,37,7,8,140.0,0,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
0,1,43,1,9991,0,1,1,6,6,100.0,0,0,0,1,1,0,0,9.4,-0.8,-3.12,1,1
0,1,16,2,9070,1,1,1,3,1,141.2,1,0,1,1,1,0,0,9.4,-0.8,-3.12,1,1
1,1,1,1,9130,1,6,6,0,4,119.1,1,0,1,1,0,0,0,10.8,1.4,1.74,1,1
0,1,17,1,9085,1,19,37,9,9,118.6,1,0,0,1,0,1,0,8.9,1.4,3.51,1,1
1,4,1,1,9991,0,37,37,9,9,118.1,0,0,1,0,0,0,0,12.7,3.7,-1.7,1,1
1,1,1,1,9853,1,37,19,9,8,142.8,0,0,1,1,0,0,0,12.7,3.7,-1.7,1,1
0,1,1,1,9500,1,37,37,9,9,136.3,1,0,0,1,1,1,0,7.6,2.6,0.32,1,1
0,1,43,1,9773,1,19,19,9,8,134.0,0,0,0,1,0,1,0,12.4,0.5,1.79,1,1
0,1,17,4,9254,1,37,19,9,7,116.9,1,0,0,1,0,0,0,11.1,0.6,2.02,1,1
0,1,1,1,9556,1,37,38,7,9,125.8,0,0,0,1,0,1,0,12.7,3.7,-1.7,1,1
1,2,39,1,9556,1,37,37,9,9,120.0,0,0,0,1,0,0,0,12.7,3.7,-1.7,0,1
0,1,44,1,9003,1,37,38,9,6,160.0,0,0,0,1,0,1,0,16.2,0.3,-0.92,1,1
0,1,39,1,9556,1,38,19,9,6,100.0,1,0,0,1,0,1,0,8.9,1.4,3.51,1,1
0,1,1,3,9500,1,19,38,1,1,130.8,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
0,1,1,1,9238,1,38,1,5,7,132.6,0,0,0,1,0,1,0,12.4,0.5,1.79,1,1
1,1,1,5,9853,1,38,37,9,9,120.3,1,0,1,0,0,0,0,10.8,1.4,1.74,1,1
0,1,1,1,9238,1,19,38,9,7,110.5,1,0,0,1,0,1,0,12.4,0.5,1.79,1,1
0,1,44,1,9003,1,38,38,6,6,140.0,0,0,0,1,0,0,0,12.4,0.5,1.79,1,1
0,1,1,2,9500,1,1,1,4,4,115.2,1,0,0,1,0,1,0,13.9,-0.3,0.79,1,1
0,1,1,6,9773,1,1,1,5,4,122.2,0,0,0,1,1,0,0,15.5,2.8,-4.06,1,1
1,1,39,1,9991,0,1,1,5,5,96.0,1,0,0,0,1,0,0,8.9,1.4,3.51,1,1
0,1,43,1,9254,1,37,37,9,9,108.5,0,0,0,1,1,0,0,9.4,-0.8,-3.12,1,1
1,1,1,2,9773,1,19,1,9,9,126.9,1,0,0,1,0,1,1,11.1,0.6,2.02,1,109
0,1,1,2,9773,1,38,38,9,9,133.4,1,0,0,1,0,1,0,12.7,3.7,-1.7,1,1
1,1,1,2,9147,1,37,38,7,9,117.8,0,0,1,1,0,1,0,12.7,3.7,-1.7,1,1
1,1,1,2,9853,1,1,1,2,9,121.9,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
1,1,43,1,8014,0,37,1,9,10,112.5,0,0,0,1,1,0,0,16.2,0.3,-0.92,0,1
0,1,17,1,9773,1,3,1,2,3,132.5,1,0,0,1,0,0,0,10.8,1.4,1.74,1,1
1,1,1,1,9670,1,38,38,9,9,128.1,1,0,0,1,1,1,0,13.9,-0.3,0.79,1,1
0,1,1,1,9254,1,37,37,5,5,153.8,1,0,0,1,0,1,1,10.8,1.4,1.74,1,41
0,4,39,1,9670,1,37,37,4,10,120.0,0,0,1,1,0,1,0,9.4,-0.8,-3.12,1,1
0,1,1,1,9085,1,37,19,9,9,136.8,1,0,0,1,1,0,0,10.8,1.4,1.74,1,1
1,1,39,1,8014,0,37,1,7,4,95.0,1,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
1,1,39,1,9003,1,38,38,4,7,115.6,1,0,0,0,0,0,0,15.5,2.8,-4.06,1,1
0,1,17,1,8014,0,38,37,6,6,113.0,0,0,0,1,0,1,0,10.8,1.4,1.74,1,1
1,1,1,1,171,1,3,3,2,2,162.5,1,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
1,1,39,1,171,1,37,37,9,7,100.0,0,0,1,1,1,1,0,15.5,2.8,-4.06,1,1
0,1,1,2,9773,1,1,19,9,9,151.3,1,0,0,1,0,0,0,10.8,1.4,1.74,1,1
1,1,53,1,9085,1,19,38,9,9,138.2,0,0,1,0,0,0,0,8.9,1.4,3.51,1,1
0,1,43,1,9991,0,3,3,2,1,125.0,0,0,0,1,1,0,0,13.9,-0.3,0.79,1,1
0,1,1,6,9500,1,1,3,2,2,100.6,1,1,0,1,0,0,0,11.1,0.6,2.02,1,1
0,1,1,4,9238,1,38,1,4,10,129.0,1,0,0,1,0,0,0,10.8,1.4,1.74,1,1
1,1,7,1,9556,1,37,37,9,9,130.0,1,0,0,1,0,1,0,12.7,3.7,-1.7,1,1
0,1,1,3,9500,1,37,38,9,5,130.5,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,1,1,9147,1,37,37,7,4,153.8,1,0,0,1,0,1,0,9.4,-0.8,-3.12,1,1
1,1,1,1,9085,1,12,2,4,2,144.6,0,0,1,0,0,0,0,7.6,2.6,0.32,1,1
0,2,39,1,9556,1,38,38,9,9,130.0,0,0,0,1,0,0,1,12.7,3.7,-1.7,1,6
0,1,1,4,9670,1,38,38,3,7,121.0,1,0,0,1,0,0,0,11.1,0.6,2.02,1,1
0,2,39,1,8014,0,37,37,9,9,117.0,1,0,0,1,0,0,0,12.4,0.5,1.79,1,1
1,4,39,1,9238,1,19,3,9,2,140.0,0,0,0,1,1,0,0,8.9,1.4,3.51,0,1
1,1,43,1,9254,1,37,37,9,9,133.3,1,0,1,1,0,0,0,7.6,2.6,0.32,1,1
1,2,39,2,9670,1,37,19,9,9,130.0,0,0,0,1,0,0,1,9.4,-0.8,-3.12,1,41
0,1,17,2,9238,1,38,1,7,7,133.1,1,0,0,1,0,1,0,9.4,-0.8,-3.12,1,1
0,1,1,1,9085,1,19,3,4,2,136.5,0,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
1,1,39,1,9147,1,37,37,9,9,110.3,0,0,1,0,1,0,0,10.8,1.4,1.74,1,1
1,1,1,1,9147,1,19,19,9,9,119.0,1,0,0,0,0,1,0,10.8,1.4,1.74,1,1
0,1,1,1,8014,0,34,37,9,90,121.3,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,18,1,9147,1,19,3,5,5,115.8,1,0,0,1,0,1,0,12.4,0.5,1.79,1,1
1,1,1,5,9500,1,3,4,4,3,108.2,1,0,0,1,0,0,0,12.4,0.5,1.79,1,1
1,1,1,1,9254,1,1,1,4,2,126.2,0,0,1,0,0,1,0,8.9,1.4,3.51,1,1
0,1,1,1,9670,1,19,19,7,7,121.6,0,0,0,1,0,0,0,12.4,0.5,1.79,1,1
0,1,39,1,9670,1,19,19,3,9,118.0,0,0,0,1,1,0,0,8.9,1.4,3.51,1,1
1,1,1,1,9254,1,19,19,9,9,116.3,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
0,1,1,2,9070,1,19,19,3,3,116.1,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
1,1,1,1,9070,1,3,38,1,9,152.0,1,0,0,0,0,0,0,10.8,1.4,1.74,1,1
0,1,1,1,9773,1,1,38,4,9,114.4,0,0,0,1,0,1,0,11.1,0.6,2.02,1,1
0,1,53,1,9003,1,1,1,144,144,125.8,0,0,1,1,0,0,0,8.9,1.4,3.51,1,1
1,2,39,1,9147,1,38,37,4,7,130.0,1,0,0,0,0,0,0,9.4,-0.8,-3.12,1,1
0,1,17,1,9500,1,38,1,5,4,136.6,0,0,0,1,0,1,0,12.4,0.5,1.79,1,1
0,1,17,1,9238,1,37,38,9,5,120.8,0,0,0,1,0,1,0,15.5,2.8,-4.06,1,1
1,1,39,1,9003,1,1,37,9,8,130.0,0,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
0,1,17,1,9130,1,19,38,4,7,122.5,0,0,0,1,1,0,0,9.4,-0.8,-3.12,1,1
0,1,1,4,9500,1,19,19,9,5,120.1,1,0,0,1,0,1,0,13.9,-0.3,0.79,1,1
0,1,51,1,9147,1,19,19,9,7,120.4,0,0,1,0,0,0,0,16.2,0.3,-0.92,1,1
1,1,43,1,9500,1,1,1,6,6,128.2,0,0,0,1,0,0,1,12.7,3.7,-1.7,1,100
0,2,39,1,9254,1,37,37,9,9,125.0,0,0,0,1,0,0,0,8.9,1.4,3.51,0,1
0,1,1,1,9773,1,19,38,9,9,132.0,0,0,0,1,1,1,0,12.7,3.7,-1.7,1,1
0,2,43,1,9991,0,37,37,9,9,128.2,0,0,0,1,1,0,0,7.6,2.6,0.32,0,1
1,1,7,1,9500,1,3,1,4,4,140.0,0,0,0,1,0,0,0,13.9,-0.3,0.79,1,1
0,1,17,4,9119,1,3,1,9,3,123.2,1,0,0,1,1,0,0,8.9,1.4,3.51,1,1
0,4,39,1,8014,0,37,37,9,3,131.0,0,0,0,1,0,1,0,10.8,1.4,1.74,1,1
0,1,1,3,9130,1,37,37,90,90,159.3,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
1,1,39,1,9500,1,1,37,9,9,100.0,0,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
1,1,1,1,9853,1,37,37,9,9,114.9,1,0,1,0,0,0,0,15.5,2.8,-4.06,1,1
0,1,44,1,9085,1,37,37,9,9,160.0,1,0,0,1,0,0,0,12.4,0.5,1.79,1,1
1,1,1,5,9773,1,3,3,2,2,121.1,0,0,1,1,0,0,0,12.7,3.7,-1.7,1,1
0,1,42,1,8014,0,19,2,4,6,148.0,0,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,1,1,1,171,1,37,37,9,7,147.5,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,17,1,9500,1,1,19,4,3,125.4,1,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
0,1,1,1,9130,1,2,37,9,7,125.7,1,0,0,1,1,1,0,12.4,0.5,1.79,1,1
0,1,1,1,9130,1,3,3,2,2,137.1,1,0,0,1,0,0,0,12.4,0.5,1.79,1,1
1,1,17,6,9500,1,1,1,4,3,130.7,1,0,0,1,1,1,0,11.1,0.6,2.02,1,1
1,1,1,1,9853,1,38,37,6,6,138.1,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,1,3,9773,1,1,38,4,7,157.0,1,0,0,1,0,0,0,10.8,1.4,1.74,1,1
1,1,7,1,9556,1,1,37,4,8,130.0,0,0,0,0,1,0,0,10.8,1.4,1.74,1,1
1,1,1,2,9238,1,37,38,4,7,118.2,1,0,0,1,0,0,0,16.2,0.3,-0.92,1,1
1,1,17,6,9773,1,1,19,5,5,119.0,1,0,0,1,0,0,0,12.4,0.5,1.79,1,1
0,1,1,2,9500,1,38,38,9,8,108.4,1,0,0,1,0,1,0,13.9,-0.3,0.79,1,1
